estado,ano,mes,producao_litros,temperatura_media,chuvas_mm,preco_litro
RS,2017,8,10081,17.322799987833328,71.4126555290959,2.1
PE,2015,2,14900,24.35837002021736,106.42794606846932,1.9
BA,2022,9,12456,27.56758491628184,85.63141801511013,2.35
MG,2016,5,18681,24.861482632808325,183.04274558020649,1.93
CE,2017,10,12350,22.93008451758287,78.13468869061042,2.34
RS,2022,6,9188,24.721342515420034,104.94990288123985,2.09
SP,2022,3,12288,29.51671969292851,108.46241308713314,2.09
RS,2018,3,15620,21.37461591611795,41.98914714836047,1.65
SC,2018,10,3133,24.09261955261276,90.35414137349724,2.12
PA,2019,8,8423,26.009828328481863,91.16991405670284,1.76
PE,2020,11,8529,24.761661571996793,168.84188114094312,2.12
SP,2019,10,14054,23.256398822264206,109.75700248794965,2.68
SC,2021,10,14636,22.72102240067457,81.0838776004453,1.68
BA,2016,12,12506,23.144416575924648,92.74407183319319,2.06
CE,2021,2,1000,25.596096976268,96.65203330492872,1.91
SC,2021,11,3740,25.421317085576543,98.0543127545012,1.79
MG,2015,12,10805,30.284155751545633,146.37148845958023,1.86
MG,2021,12,9492,19.389631458041055,148.93530648273972,2.54
GO,2019,2,12026,29.2737200695638,50.46486205332756,2.62
CE,2017,5,9653,23.3865710117265,153.39798372670455,1.79
MG,2017,6,19658,23.72823893583566,137.56737305750653,2.22
RS,2018,12,1000,26.576199405478004,97.36374578825094,1.82
BA,2016,2,13513,26.557225230479922,26.301790981195253,1.9
PR,2016,5,16140,27.46985410174504,110.63212411634126,1.49
MG,2015,7,15507,28.124331866762855,82.3028758736514,2.74
PA,2019,10,15936,23.88050701414806,127.74411525478426,2.43
PR,2018,10,16655,28.162892642352137,132.33016987518823,1.9
PR,2016,8,8980,22.112531441634903,165.953781402961,2.19
PA,2017,12,6492,23.084109072834273,46.940615137958495,1.98
PR,2021,7,1826,23.453954793051484,206.91836209892756,2.38
RS,2021,8,10186,22.4201111613104,144.76436634502977,2.0
SC,2018,12,8112,24.179568973037625,135.71254229494502,2.04
MG,2019,9,17808,26.68927416572224,195.8204406199289,1.9
SP,2019,5,10562,25.954037932354943,115.89188159873483,2.28
MG,2020,5,6847,22.160447000375182,151.68235888393684,2.76
PR,2023,11,6057,21.913437854680662,108.48856999171359,2.01
BA,2016,10,21944,21.433959012782196,142.04094528378553,2.01
PA,2019,4,11889,24.26637546695341,158.0803470233406,2.09
BA,2017,9,8092,19.257469627372743,152.94640320587007,2.18
SP,2018,5,12620,21.32819880344359,24.400735471587964,2.01
RS,2020,2,21484,22.62353678197469,79.3091181972902,1.98
PR,2022,10,10051,27.16611287358706,158.59010852088394,2.12
PA,2015,8,15435,23.60348918648745,124.90681133200631,1.57
GO,2022,7,17932,27.017576953397572,97.52854798962586,1.94
GO,2021,8,2542,24.562724379572924,125.38250492753616,1.5
SP,2015,12,8807,22.57710250254128,44.81526149228564,1.95
SP,2016,3,17305,22.700574301690093,139.32392594803989,1.82
CE,2017,4,8503,20.50182564426499,118.5729526975508,2.29
SP,2015,5,14073,31.20954577709153,104.26249881464236,1.88
SP,2023,6,8207,27.33153765453732,91.05440789398696,1.99
RS,2022,1,9772,25.811176726372597,111.55290266159915,1.46
CE,2016,4,9163,20.09007094917595,86.28634298628488,2.41
GO,2023,11,15183,22.645121733881613,83.80588795594711,1.77
GO,2021,12,13007,21.073998966929334,189.4433247142034,1.96
PA,2023,10,12494,24.382704699161735,20.673617817117844,2.33
BA,2020,5,24537,21.21807823820808,21.70156018265851,2.33
SC,2020,7,20698,21.989128258651654,139.07590763568518,1.77
PR,2018,5,2093,21.296535145983135,39.0132196836826,2.26
PA,2016,1,9782,23.280740025707576,0.0,1.76
PA,2021,11,24132,24.214274941310414,150.71334939849538,2.17
RS,2019,7,9127,23.360214167961058,163.0034698085088,1.86
SC,2020,8,22438,28.598719396234877,34.59821113195976,1.8
PA,2016,7,9868,26.433320713359414,10.23358884743871,2.11
MG,2019,11,10830,21.650901604203284,39.061188340540895,1.88
GO,2018,4,16317,24.976817044330268,65.00452941163,2.71
SP,2023,8,11548,21.898016693810106,195.69564231868276,1.91
SP,2020,5,14473,22.814628215157935,78.51264568560768,1.74
PE,2016,10,19874,25.43759160982812,141.59288518067976,1.83
RS,2015,9,15794,25.996949971751732,136.08836279305777,2.09
CE,2019,12,12707,22.237703957133018,166.12105910519205,2.13
PR,2023,12,20367,20.685391239643472,68.70096237348893,2.19
GO,2020,10,16383,24.263110493172995,99.49029360755466,2.37
MG,2021,5,8332,25.30386722574583,89.0400389612729,1.6
PA,2019,1,21900,22.085133508149823,126.8997824534417,2.39
PA,2020,12,15211,26.449663552696794,160.79419746290435,1.83
RS,2019,9,10931,25.917879009796323,208.92081040189365,2.22
PR,2023,12,1895,22.041386892289182,80.4685678616663,2.62
BA,2020,5,5112,27.39048655757749,107.06903381506623,1.86
MG,2022,6,20500,27.48218185295248,143.3358997604776,1.85
PR,2016,4,20698,30.203004316870874,130.58842534742882,1.79
BA,2023,6,12426,29.135279153951323,185.75440976662617,2.0
PR,2019,12,3148,21.29216033242735,94.60694855368219,2.48
PA,2021,8,6565,26.774947562597404,80.1281045559838,1.77
PA,2015,3,3881,26.63888788976794,168.81480389063995,1.95
SC,2019,5,3699,22.954550401731392,115.15252118100749,2.39
PE,2016,2,22134,25.364774184198097,127.01202720421034,2.29
PE,2020,2,22299,18.367129049328547,96.36586233978576,1.95
RS,2015,7,6395,18.283842996321102,146.3548739445568,2.04
BA,2017,10,11956,18.85607417859795,56.74615386829412,2.37
PA,2019,10,5576,25.16777076428018,77.08630423009471,2.57
PE,2018,11,11923,25.309527395760185,0.0,2.61
SC,2017,10,20196,23.17834766047674,68.62141597884704,2.51
CE,2019,6,17393,29.163507386277793,146.5789811501643,1.9
PA,2022,4,16043,26.961226208727854,102.32081681173955,2.65
SC,2018,5,11029,19.205060445630508,53.804080444836615,1.88
SP,2015,1,18309,23.48407738234373,171.47323545382773,1.6
PR,2021,7,15233,21.180944051456088,106.92552915088676,2.13
PE,2022,8,14019,25.24198760616453,184.68753121073775,2.54
CE,2017,9,11422,23.908263225703884,142.83438946593066,2.3
SC,2020,8,13591,21.35106487828067,109.41010442114086,2.08
BA,2016,5,13441,29.083417591583807,191.7502477630594,2.19
MG,2021,3,9292,24.17219072387623,81.2669218746374,2.26
CE,2022,10,8125,22.751881381589275,45.25548071614539,2.14
GO,2020,11,7015,23.24058015161908,179.96754354070032,2.01
SP,2020,9,7335,28.85600413862588,130.2265153089965,1.88
PA,2019,6,11059,26.733823919502168,169.69011755716343,2.13
PA,2022,5,10236,23.512946675504647,144.0682215876214,2.06
SP,2015,3,8896,21.023730959701133,182.17381354884617,2.1
PA,2018,6,8526,21.491414585521262,74.42394158120968,2.41
MG,2018,3,13459,22.5535721669859,90.5682668073912,2.03
PR,2017,10,18888,25.521497277646663,90.04149049698037,2.04
PA,2017,12,11945,26.26959570296013,90.71577519356772,2.16
SP,2018,6,11618,21.82337652307487,21.6476713596997,2.89
PA,2015,4,7325,26.402280550114508,108.17186611070713,1.77
CE,2016,2,10884,21.27415233609571,139.55377219362754,2.43
SP,2023,8,17951,22.16467903810344,65.97409638582926,2.01
CE,2016,4,17187,19.651429437883614,54.316565127688094,2.08
MG,2019,9,16839,19.56207676144983,93.2026020971163,1.71
SC,2023,7,16679,21.241717917610398,139.22724362872822,2.66
GO,2023,12,14183,23.922804732331944,46.21547875387929,2.17
GO,2022,2,14006,21.018055858167628,216.76388932883776,2.3
SP,2015,4,13223,28.494253085117116,35.04270291221529,1.65
MG,2015,5,9915,21.202509041013123,71.46462736380913,1.91
PA,2023,3,12418,24.55183920750426,156.70401480344938,2.22
PE,2022,9,13077,27.960728901758003,148.37659263019796,2.05
PE,2023,5,15165,24.277537812821265,143.99937576499636,2.23
SP,2021,2,12501,22.908252527492934,65.72822202802396,2.73
PR,2017,11,22525,24.441025759660665,75.21697930406104,2.25
PR,2017,3,5950,22.314796007818067,57.17902135193153,1.97
SP,2016,9,15772,20.99757241787192,83.99034901826762,1.9
CE,2019,7,11793,25.838118858103407,119.13731574741107,1.87
PR,2017,2,12010,22.250665568740672,56.93635648035513,1.97
PR,2020,9,7937,26.810259790591278,12.590607637966883,1.98
PR,2016,4,17096,26.38878839858074,158.4609802173815,2.14
BA,2017,9,15264,24.49894952812537,90.99169030793033,2.26
PA,2019,2,16168,26.912657667264476,137.40434736216056,2.23
PE,2015,12,12846,22.367822345943505,84.54282579255289,2.14
PR,2015,10,10375,26.351330716965034,127.13979252750562,2.16
RS,2023,12,11667,26.33571869183355,216.30945294318082,2.86
MG,2021,4,14167,23.095735532265245,42.83567666328243,1.88
SP,2015,5,1972,22.710841832702503,61.10384845835321,2.09
PR,2022,2,16364,24.987085637482398,54.96307816906448,1.56
CE,2017,10,24130,29.90473336548532,205.2089637558384,1.99
MG,2022,1,14401,23.30329361602949,99.09620433221376,1.83
GO,2019,7,10595,22.64768288011988,144.373878030488,1.88
GO,2015,10,11193,27.53518440473033,0.0,1.74
PA,2021,1,15537,24.204397667098046,118.72294035995601,1.69
RS,2019,11,10708,26.59806319495381,81.95949254108491,2.14
PA,2020,11,16343,28.423893382545366,169.4304893446468,2.31
CE,2020,8,11129,18.278928341790525,132.93804289120533,1.87
PA,2022,3,20570,23.887261225653226,79.01443317432991,1.49
RS,2023,10,20432,23.310588890052678,178.9909622416444,2.13
MG,2016,6,10349,21.11300769766475,183.58142289565518,2.24
SP,2023,7,11594,18.24409772741779,175.284442467104,2.3
PR,2023,10,11888,19.225505537917975,138.12464667739033,1.79
PR,2021,1,11955,24.313106345608254,86.1358338681193,1.92
SP,2015,6,7262,22.397891912043505,111.60380982513125,1.77
PA,2021,7,6563,21.594499239240683,79.16423718859264,1.88
GO,2019,6,18248,24.28328213914428,111.0652446988278,1.86
GO,2020,4,17448,21.92355884887178,70.26851458733037,1.95
RS,2021,1,17362,27.87054191633581,91.51600857658727,2.02
MG,2019,11,11653,22.13734728243821,207.1774380685983,2.13
PA,2021,9,21460,28.51596455991769,115.54702228833227,1.85
CE,2023,4,11887,23.909952803856292,78.50636328939535,2.06
PR,2017,7,16314,22.04430121837487,44.98741385995177,1.83
CE,2022,7,5056,21.826305727376447,95.00966444230346,1.57
BA,2016,2,10851,28.54138276539313,137.2679487395134,2.26
SC,2021,1,11220,26.08750013986695,106.83526613786312,1.9
RS,2016,8,11672,21.721745451259746,97.30186699676332,1.58
RS,2018,8,5372,24.357229704673827,121.27830229412913,2.27
PE,2021,7,15519,16.92396357395898,119.7144772980574,2.02
MG,2017,8,17143,20.005187044164014,135.2641744988328,2.24
PE,2016,3,8280,21.749133992477883,136.59631226928434,2.23
PE,2021,11,6263,21.675548209198453,95.57148713405785,1.77
RS,2015,2,8155,27.63904416024002,93.07028753984578,2.38
MG,2022,7,14477,18.257439981777587,100.04103141715159,1.55
CE,2017,8,9016,19.71658041274688,128.01352385592924,1.98
PR,2016,1,11329,25.35718344987111,156.05777115925713,1.96
SC,2017,12,6632,24.69081693976521,83.1563273646708,1.87
CE,2019,10,21896,22.950687493255927,91.81360235911646,2.47
RS,2022,9,12365,30.157466786390696,59.3272638135509,2.19
BA,2021,11,17748,25.852221275603984,25.237274099839922,1.68
PA,2021,4,14465,27.66847411696831,38.10832649273298,1.72
RS,2021,12,11790,23.847599644700658,49.81405014946767,2.75
BA,2022,4,11531,22.36925356935957,66.71157720960555,1.96
SP,2015,3,8373,22.403611867806738,122.994112185691,1.86
PR,2018,6,9747,26.78299473411761,46.43306249209691,2.45
SP,2020,1,6960,26.318245013114126,100.884163502157,1.57
RS,2023,6,6415,23.344175602547637,141.8920552192948,2.52
BA,2016,2,22431,25.414752163887062,58.507161593124565,1.86
CE,2015,9,13394,26.887854162051646,75.40601421096413,2.25
RS,2016,2,19328,22.308211560653135,33.99707170461038,1.96
PA,2021,7,8029,22.969813575827118,52.37404693618787,1.63
GO,2017,12,5741,25.339921504966156,168.4968359934134,2.15
PR,2016,1,7111,18.634019227101977,125.24959824548131,2.38
PR,2021,12,9889,25.396776526185597,207.47775446140025,1.4
PA,2016,7,12182,20.62485282135806,63.149915759862495,1.75
PA,2017,5,11245,26.824960172821516,175.42115643124544,2.47
BA,2021,8,8134,30.44335448172154,63.558850474908915,2.22
SC,2018,4,12438,21.908495055551295,74.94132333995857,2.24
PR,2015,12,12876,19.95106879541249,236.11554662908128,2.38
PE,2019,10,15511,23.460274107595424,58.24718874136593,2.24
CE,2023,7,19352,23.204220650640686,179.33341906029952,2.14
CE,2022,6,10180,25.98217147337696,98.40044517318007,2.43
CE,2023,5,18077,24.70218393268294,46.153037366743256,1.98
SP,2023,4,12329,23.111009152053946,28.465031419408135,2.1
RS,2021,7,4363,24.271840805174328,105.25918297819618,2.35
BA,2018,12,20916,20.633542754674423,43.824482730827604,1.87
MG,2019,5,23362,26.4876451301648,85.2227599370493,2.53
PR,2015,5,15095,28.853883428864663,4.773774021567689,2.19
BA,2015,1,12448,20.40720858666188,117.72061308554314,1.76
CE,2017,2,10642,19.26224106770251,22.877745824213648,2.04
PE,2022,5,9680,22.793734719756447,96.99572163101098,1.68
MG,2016,3,18053,20.335588568630026,30.810323455545316,2.13
RS,2018,2,11913,20.171346950696545,161.29395241121017,1.99
RS,2016,4,20369,19.79394451305637,0.0,1.84
GO,2019,4,12174,23.4191928119778,85.85275123178204,1.57
PR,2023,4,9938,22.765732591031856,127.97041171027074,1.86
PR,2015,4,8993,25.11977077240551,117.94428075855419,2.05
MG,2019,3,8281,22.310957415261996,37.65847399283585,1.99
PA,2023,12,14570,20.350070713377978,13.01273337596595,1.67
PR,2015,7,5527,23.949351060254642,139.06957505911726,2.11
MG,2023,9,7908,20.824331872967132,93.81639269909576,1.8
BA,2022,12,18622,25.536513357861573,46.414096032588816,2.38
RS,2018,5,7227,19.001331597484146,140.88986242678604,2.42
PA,2019,4,16313,17.50534257326383,71.86489171167482,2.02
BA,2019,11,1684,19.170681898993834,67.13091710657719,2.57
RS,2020,2,19250,22.74504174017562,56.66606893233578,2.06
BA,2021,2,5648,23.138610431310386,62.02713400081682,1.71
PR,2022,5,7618,24.410825350404313,60.22502976999281,2.46
CE,2022,7,15401,22.305892938006163,116.4153587810667,2.58
GO,2016,10,13352,21.46047612668936,177.5318119127727,2.4
PA,2023,10,16474,28.299823711880634,30.16352766184025,1.87
SP,2021,9,5608,27.50665625570118,82.94966681028731,1.73
MG,2018,7,10565,26.958607292584578,91.79733836219653,1.99
MG,2018,5,8914,24.92668887980789,123.22813638325471,2.84
MG,2022,10,6449,25.165518971578297,149.41615578031815,1.75
CE,2018,10,14979,21.58440634283367,92.03189503476771,2.35
BA,2020,10,16715,24.4330748646763,68.14564000306557,2.07
PR,2019,6,10315,21.180398339935557,128.90352989040045,2.38
PA,2017,11,19613,20.840180098139495,17.995118904584842,1.72
BA,2016,12,8071,19.14753066227528,0.0,2.03
CE,2023,3,19492,25.218214745880154,229.51872375977163,1.83
RS,2023,5,14811,24.49101528668916,59.60609166924997,1.85
RS,2015,8,5882,23.091345366359455,79.31373387051876,2.32
SP,2017,1,21907,22.698580238736547,127.19079237758623,1.76
PE,2022,12,9777,18.509680533847227,117.3497129562805,2.19
SC,2020,1,18025,24.769198677731517,144.26191528700946,2.12
SP,2019,7,12728,23.053379811310926,146.88148735902402,1.81
PR,2019,5,13872,26.6879916312409,27.87727710530025,1.88
SC,2020,5,16506,24.438634067692757,163.46403389325633,2.2
MG,2021,1,16229,26.117351655612094,125.53549354794848,2.09
MG,2015,9,10289,23.97827880421756,118.90078238801101,2.11
PE,2023,1,14658,24.545033616466785,121.12590721708014,2.03
GO,2017,5,14282,26.793378833063517,0.0,2.01
SP,2018,10,13067,23.42283220698477,89.50385051357799,2.09
PA,2015,9,10983,25.415564664604492,51.67123014426181,2.53
PA,2017,4,13057,22.6694267555988,44.46932366673293,2.26
MG,2016,8,21837,23.6066792711265,75.60611996588108,2.06
RS,2016,6,10524,28.780571995828446,141.27260753905801,1.78
PR,2015,11,18032,25.92152004587128,114.35966389363972,1.97
BA,2022,3,8901,22.37562327418906,121.87373322108068,1.82
PA,2017,4,7593,25.268757480681757,77.68336014239507,1.86
RS,2017,2,28381,20.160056179122613,118.81488895955327,1.54
BA,2020,1,14700,23.336423356142305,90.04751923296166,2.1
SC,2022,8,14837,21.13972709753249,147.45617945230927,2.72
CE,2023,1,14976,25.35571859290001,134.7829772149555,2.16
BA,2023,11,19036,23.433205284995417,107.99088113635747,2.32
PR,2018,1,14039,24.850435426729526,59.93533746831884,2.39
PA,2019,4,16081,26.32253855562968,113.6494952245225,2.01
CE,2016,10,6707,22.61935722276885,112.12263516956835,2.03
PE,2023,12,16919,22.726547050397514,105.96669935360559,1.68
BA,2022,10,10816,23.888888458202597,76.20684684317746,2.16
CE,2017,6,15358,21.41851117681361,67.27290094609583,2.12
CE,2023,9,3424,23.96636103545313,116.1185199863792,1.84
MG,2017,1,15150,24.124688377900664,57.115266603370934,2.44
GO,2023,7,1000,24.686820645493643,87.41148623675609,1.87
BA,2016,10,10620,25.258651325741738,129.3433967929168,2.95
GO,2023,11,3472,19.19065123220939,122.0744019630176,2.22
PA,2022,5,15165,20.14463550430613,42.13663448128718,2.09
RS,2023,12,12346,20.498447238457015,114.92623526717878,2.68
RS,2019,8,8146,24.277824003679484,201.59407010150838,1.42
PA,2016,7,19172,23.14687242275802,133.77977580321595,2.01
BA,2022,4,7516,17.196826295594864,86.27058772244801,1.97
SC,2020,4,1000,29.841134425416087,165.37473206158705,2.05
PR,2022,6,14568,18.033092796762475,209.9594018944543,2.17
GO,2019,6,3167,24.09127104012743,143.1678257302354,2.04
BA,2016,9,7674,25.690119125294647,13.422150501647081,2.52
SP,2020,12,9413,21.840639076952336,130.84065393692975,2.23
MG,2019,5,4880,25.9198790719846,167.43938114200824,2.25
GO,2019,8,9531,20.97546756184555,0.0,2.24
BA,2015,5,4973,24.513304205798033,146.85577539921297,1.71
CE,2016,2,12811,17.458359532525524,89.84391318637495,2.16
SC,2022,6,5856,27.519687273880493,165.77192309285903,2.17
MG,2017,9,12150,24.002626758721863,96.44219841021358,1.76
PA,2017,3,17810,19.21586278637154,117.16128593585017,2.37
GO,2022,1,15911,25.88626294358354,117.99963197103376,1.49
SC,2022,1,11591,28.896456731535885,135.70553440029613,2.86
RS,2016,3,7056,21.22076860621854,122.35520228621684,2.09
CE,2022,10,12795,23.36936417431051,55.04514336944012,1.84
SP,2015,5,8521,22.455528310917817,86.8437736519782,2.29
MG,2020,3,13005,21.68934925580603,99.67097733434912,2.29
PA,2022,9,3423,21.373313698700212,161.51788613142514,2.71
PA,2017,8,16036,22.060625371439073,124.21627188513526,2.63
CE,2022,3,12166,22.222858618537877,67.12048588550977,1.7
SC,2015,9,23042,22.930609758590872,54.01523406193453,2.02
PA,2023,6,18530,22.71277004708872,132.73736095807334,1.83
MG,2023,7,14830,26.283513039220995,76.2588107894763,2.32
PR,2019,4,11380,26.015628949477797,137.65970970283868,2.52
PA,2018,4,8351,19.39949816756407,97.21068865464885,1.71
RS,2020,12,16712,22.219228921828307,173.0052953123901,2.08
SC,2021,2,10852,27.751671739531197,63.1492062107369,1.91
BA,2019,5,17841,24.882074878832743,171.9381556211681,2.35
CE,2023,8,14004,25.003412115175454,149.17382202812811,2.22
RS,2017,7,14039,24.716935254191284,77.98016784440003,2.45
GO,2021,7,14972,23.215016741872624,56.08336004431324,1.97
PA,2019,6,7401,23.8768566280807,196.38440282454076,2.07
SP,2021,3,6889,22.788303267406757,54.86856872968902,2.22
RS,2016,5,6716,26.567205755928573,115.31914003712296,2.02
PR,2018,1,17237,22.815665229738954,117.26784303672531,2.19
GO,2016,7,7271,23.661130604312667,100.50022228739391,2.48
MG,2021,9,7894,26.206012359757523,139.06717196847237,2.74
GO,2016,1,14687,23.016623988218495,53.47146461216685,1.95
PR,2015,2,10739,23.787839853299364,196.65326128553951,2.74
PE,2023,3,10101,22.92540602613667,58.77407232664634,1.95
CE,2015,3,9667,23.73199522963076,92.8033307991966,2.36
PE,2022,8,1000,23.027033877269414,28.091154830218414,1.95
PE,2016,7,7165,22.39242982029181,152.30565529237873,1.79
SP,2022,6,17907,21.876141208092292,194.405543940626,2.47
PA,2017,10,9303,23.48264771391513,200.40709680687183,2.09
SP,2020,10,2497,27.05471463329591,156.7360517742932,2.49
GO,2017,11,6960,25.871091202673924,81.44289615225635,2.33
BA,2021,4,13799,19.262454971486772,100.08597175283485,2.22
GO,2023,9,13700,22.712551519000186,83.85477770166796,2.27
CE,2016,1,10528,22.084984293420337,39.34246563498801,2.43
PA,2019,11,8553,19.31303051519992,85.2259632736695,2.38
SC,2020,2,4989,24.825835587302453,145.4380740057215,1.98
BA,2018,4,13840,23.7117263424938,56.65079897062473,2.23
PA,2018,3,16189,30.068826228919757,0.0,2.55
SC,2018,1,18444,22.997938997287186,37.34983403256425,2.11
PE,2016,5,6447,21.67147330530634,140.91089582728245,1.95
MG,2018,7,18827,21.381185116028217,14.089805222693855,1.91
PA,2015,2,11716,22.645228040258765,76.40039136883327,2.35
SC,2020,5,12132,25.770979873325036,80.81890339982425,2.03
PR,2015,6,16467,26.114604245391213,112.90004988347474,2.21
BA,2020,11,9295,32.77847201555488,111.730242053129,2.01
SP,2015,7,1180,20.380255413877567,120.01091954193367,2.45
PA,2020,1,15524,24.25870462589159,92.56604555642846,2.15
BA,2022,7,13742,21.947155390722877,52.77352711503496,2.53
CE,2016,4,10198,25.051499315374194,145.07010450806922,2.52
MG,2016,8,15112,28.149471507400403,11.813806175650356,2.07
RS,2018,4,16134,26.586334137101204,139.06285954981286,2.5
PR,2017,6,4439,20.37718647730062,157.2046347270647,2.0
CE,2018,9,12112,26.05397262300914,216.83732270124983,2.18
SP,2021,5,1000,17.659947620285195,62.290394060242775,1.87
SC,2015,12,11381,16.86024191345693,71.9904409662847,2.28
CE,2020,4,10136,23.25284831640094,102.66639829247192,2.19
PA,2017,8,14459,25.832040672637387,98.93679739939265,2.25
PR,2021,9,6634,25.044590559053937,141.73115911239142,1.69
BA,2016,4,9892,29.717364703088005,126.12320586950479,1.5
PA,2016,3,1000,24.327980948887348,82.40589129297742,1.76
PR,2018,8,14787,23.679423897632674,95.09572938018651,2.25
SC,2015,5,11558,27.465578520843756,146.66603923259507,2.3
PE,2017,2,12436,22.87760195552689,36.69020450181668,2.44
PE,2023,10,4532,25.16624491077143,88.31505932369106,1.98
RS,2021,9,13990,25.346928433265028,127.73616513254603,2.16
SP,2021,3,20263,21.08469582678032,46.66656311126195,1.89
GO,2018,12,11075,25.162400378290265,0.0,2.51
MG,2016,2,15250,30.55508078593329,172.32882267508927,1.89
CE,2018,1,7646,27.409949119126637,98.9763399015355,2.45
SC,2020,8,11615,21.482131389874564,37.121653506984174,2.02
PE,2017,11,4343,31.01595282166368,146.02096516567624,2.57
SC,2015,3,15940,26.06780900737592,89.58459215151484,2.15
BA,2022,7,12799,25.272748658925032,48.259255571270465,2.15
BA,2019,1,5903,23.70833532378575,118.48643705169711,1.87
SC,2019,1,7990,26.048116943240696,102.5776591105591,2.75
SC,2018,12,12305,24.33535389398957,69.34055928062999,2.4
SP,2020,9,16619,24.05893336788254,61.51936184863576,2.25
SP,2017,12,19397,23.60067340944791,48.69302112043208,2.17
SC,2023,8,11329,26.92130080781728,136.77760677401113,1.9
BA,2019,12,5176,26.588819133726673,37.58217611441555,2.3
SP,2017,3,13192,23.551817359192725,60.124670976049586,2.08
MG,2015,6,20924,19.443046249333754,105.05771473497819,2.12
CE,2020,11,3886,24.10819818114697,172.94416436581267,2.37
PE,2016,3,7227,21.84637092126261,106.64499932627113,2.19
SP,2017,12,15054,22.57926204054598,129.4086623472641,2.11
SP,2015,4,12767,23.625442744719994,105.1104499870654,2.53
RS,2023,1,9274,20.819052029906874,145.32184339660256,1.85
PR,2022,5,13100,19.16910553346652,196.8781360195452,1.6
CE,2016,1,16887,24.875919600200355,78.11372123065757,1.86
GO,2022,1,11508,24.080488592774444,100.70204090039203,2.15
RS,2023,10,11069,23.965772763434504,108.67640130672478,2.31
PE,2015,11,14945,25.53229976578174,126.49050328418194,1.88
GO,2019,11,10647,22.02138638321067,106.62074882768172,3.21
PE,2022,7,17712,24.997420293246325,72.81294448170375,2.15
PA,2016,12,22133,28.012266124718167,99.64520702137048,2.15
SP,2018,6,7535,23.235882177384713,221.58361712657114,1.71
PE,2021,2,5749,29.698151282903837,115.69418860619871,1.67
BA,2017,11,13858,24.14998328136092,4.4614782163930045,1.57
PA,2019,12,5572,21.442862274423625,80.2553010303119,2.51
PR,2022,2,5487,26.549052074785138,100.66975648603358,2.46
RS,2017,11,1753,23.662318412561465,92.97127793850773,2.1
CE,2018,7,10088,27.157651483795018,96.57808155875867,1.74
PA,2023,1,11835,25.24003886606461,114.31335075894705,2.02
SC,2021,2,9413,23.016513092657984,125.4305784738211,2.53
SC,2015,12,18951,28.563044824027195,112.94182030342127,1.95
GO,2018,8,18579,22.501886387042536,147.5312272585083,1.83
CE,2018,6,21644,17.503143018456594,25.23251869014726,1.99
RS,2023,2,12232,26.641739012563054,87.36713921451226,2.01
MG,2020,7,17919,25.049795984233327,121.71336345718765,2.32
SC,2023,4,13544,27.851157563199656,112.80815098264122,1.44
CE,2020,2,13041,21.35497842492545,67.38502977527185,2.15
GO,2020,12,9663,23.258545027764626,73.40526285683572,1.89
PA,2019,6,1000,22.91987467850265,57.91388660017056,1.94
SP,2019,11,15186,26.801286225749756,148.83332476133097,2.33
PE,2016,9,17770,25.952550540036814,7.394837273773888,1.71
CE,2022,11,4371,24.644401127151415,35.92332762632408,2.15
PA,2022,9,11951,24.663734111966303,120.9321158715153,2.24
PE,2015,8,16958,20.54708651347879,127.15875948830242,2.27
CE,2022,3,10202,26.30604641066016,20.77894359114461,2.31
MG,2019,3,17965,26.367363070470603,131.32198752269696,2.27
RS,2016,2,11298,30.873321523856216,109.02523169445433,2.32
RS,2016,5,9374,25.41235492318573,125.78314024687776,1.84
CE,2020,12,18251,25.89737605844453,103.62265649054689,2.51
RS,2023,4,7331,25.43280338298688,121.27356957900469,1.74
PA,2015,7,8375,21.909885698103658,123.00140425582944,2.21
MG,2020,4,7522,27.74820428943255,123.59552075870715,1.9
RS,2023,9,6287,23.83276146562841,112.20328552465685,1.58
SP,2022,12,12765,23.421123442299894,95.72190791330708,1.93
CE,2020,12,9435,23.595559422916804,96.01790108971073,2.06
MG,2017,2,14443,23.80216917500113,111.50831017896965,2.52
SP,2022,11,3326,22.540772733998846,141.27070591243682,2.65
MG,2023,6,6387,24.645715839563103,198.23705008246364,2.06
CE,2015,7,12257,23.710174545429386,126.4234152484772,1.68
SC,2023,4,19348,23.454871823919593,118.87037919449688,1.71
MG,2020,6,13892,25.469474864539496,160.7714906843028,2.33
PA,2020,7,9053,24.227366063561604,119.82298565204704,2.31
GO,2018,4,4552,22.33759216136903,46.98451080992193,1.92
BA,2015,8,8760,21.70937823877241,63.33346532860576,1.75
PA,2022,9,11787,24.295205000444607,191.44598376032621,2.4
BA,2016,1,1000,21.760104482889233,64.32832994442364,1.73
PR,2015,7,5933,21.544164743848942,128.5073662323481,1.97
RS,2016,9,8312,21.586569785785198,50.5646942212975,2.24
PE,2015,12,10712,24.764954197433212,164.21468715301472,1.5
SC,2015,10,11728,27.580627413014813,76.99150157285379,2.39
BA,2023,5,8945,25.043281944680672,104.13897683308102,2.81
CE,2015,12,14529,26.66046513728215,88.58795261407141,2.13
SC,2018,2,12623,23.79089424264653,125.243331614764,2.09
PA,2020,10,10149,24.426675602089148,108.57725252816603,2.11
SP,2021,6,15218,28.95898700654595,145.4982068705648,2.17
SC,2016,12,14809,26.486114962821027,132.76334444264333,1.88
